testID,i_YY53,i_OX84,i_WZ23,i_PI79,i_FE86,i_MT80,i_JM82,i_AF64,i_YJ65,i_GI11,i_TW37,i_JF49,i_FO48,i_VN88,i_TJ68,i_QZ64,i_XA12,i_HB29,i_OI90
2769,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,0
2770,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,1
2771,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,1,1,NA,0
2772,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
2773,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,0,0,NA,0
2774,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
2775,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,1,NA,1
2776,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,1,1,NA,0
2777,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,1
2778,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
2779,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,0
2780,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2781,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2782,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,0
2783,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2784,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,1,0,NA,0
2785,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,1,NA,1
2786,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,0,NA,0
2787,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,0
2788,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,0,NA,1
2789,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
2790,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,1,NA,0
2791,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2792,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,0,NA,0
2793,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
2794,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
2795,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
2796,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,0,NA,1
2797,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
2798,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,1
2799,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
2800,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,1
2801,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,1,NA,1
2802,NA,NA,0,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,0,NA,0
2803,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,1,NA,1
2804,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,1,NA,1
2805,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,0,NA,0
2806,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,0,NA,0
2807,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
2808,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,1,NA,0
2809,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,1,0,NA,1
2810,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,1,0,NA,0
2811,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,0,NA,0
2812,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,0,NA,0
2813,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,1,NA,0
2814,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,0
2815,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
2816,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,1
2817,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,1
2818,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,0
2819,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
2820,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,1,0,NA,0
2821,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
2822,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,0,NA,0
2823,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,1,NA,1
2824,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,1,NA,1
2825,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
2826,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
2827,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,1
2828,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
2829,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,1,NA,1
2830,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,0,NA,0
2831,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
2832,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,0
2833,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,1,NA,0
2834,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2835,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,1
2836,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,0
2837,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
2838,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2839,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2840,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2841,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,1
2842,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,0,NA,0
2843,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2844,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,0,NA,0
2845,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
2846,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,0
2847,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,1,NA,1
2848,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,1,0,NA,1
2849,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,1
2850,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,1,0,NA,0
2851,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,0
2852,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,0
2853,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,0,NA,0
2854,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,0,NA,0
2855,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,1,NA,1
2856,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,0
2857,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,1,NA,0
2858,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,0,0,NA,0
2859,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
2860,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
2861,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,1,NA,1
2862,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,0,0,NA,0
2863,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
2864,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,0,NA,1
2865,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2866,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,0,NA,0
2867,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,1,0,NA,0
2868,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,1,0,NA,0
2869,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
2870,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,1
2871,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2872,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
2873,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2874,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,1,1,NA,0
2875,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,0,NA,1
2876,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
2877,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,0
2878,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,0,NA,1
2879,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,0,NA,1
2880,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,1
2881,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,1,NA,0
2882,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2883,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
2884,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,1,NA,0
2885,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,1,NA,0
2886,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
2887,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
2888,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,1
2889,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,1,NA,0
2890,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
2891,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2892,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
2893,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,1
2894,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,1,0,NA,0
2895,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2896,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
2897,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
2898,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2899,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,1
2900,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,1
2901,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,0
2902,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2903,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,1,0,NA,0
2904,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,0
2905,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
2906,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2907,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,0
2908,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,1,1,NA,1
2909,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,0,NA,1
2910,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,1
2911,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
2912,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
2913,NA,NA,0,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,0,NA,0
2914,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,1
2915,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
2916,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,1
2917,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,0
2918,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
2919,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,0
2920,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
2921,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
2922,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,1,NA,1
2923,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,0,NA,0
2924,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,0,NA,1
2925,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
2926,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2927,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
2928,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2929,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
2930,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
2931,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
2932,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,1,NA,1
2933,NA,NA,0,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,0,NA,0
2934,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,0,NA,0
2935,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2936,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
2937,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,1,NA,1
2938,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,1,NA,1
2939,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,1,0,NA,0
2940,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,0,NA,0
2941,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,1,NA,1
2942,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2943,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,0,NA,0
2944,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,1,0,NA,1
2945,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2946,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,1
2947,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,1,NA,0
2948,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,0,NA,1
2949,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,0,NA,1
2950,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,0,NA,0
2951,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2952,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,0,0,NA,1
2953,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,1
2954,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
2955,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,1,NA,1
2956,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
2957,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2958,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
2959,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
2960,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,0
2961,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,1
2962,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
2963,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,1
2964,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,1,1,NA,0
2965,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,0
2966,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,1,NA,1
2967,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2968,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
2969,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,0
2970,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,0,NA,0
2971,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,0
2972,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2973,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
2974,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,0,NA,1
2975,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,1,1,NA,1
2976,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,0,NA,0
2977,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
2978,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
2979,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2980,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
2981,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,0
2982,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,0,NA,0
2983,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
2984,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,0,NA,1
2985,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,1,1,NA,0
2986,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2987,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,1,NA,1
2988,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,1,0,NA,0
2989,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,0
2990,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,1,NA,0
2991,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
2992,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,1
2993,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
2994,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,0
2995,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,1,0,NA,0
2996,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,0,NA,1
2997,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,0,1,NA,1
2998,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
2999,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3000,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3001,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3002,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,0
3003,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,0
3004,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3005,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,1,NA,1
3006,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
3007,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,1
3008,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
3009,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,1,NA,0
3010,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,0,0,NA,1
3011,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3012,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,0,NA,0
3013,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3014,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,0,NA,1
3015,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,0,NA,1
3016,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,0,0,NA,0
3017,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3018,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,0
3019,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
3020,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,1,0,NA,0
3021,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,0
3022,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
3023,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,1
3024,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,1,NA,0
3025,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,1,NA,0
3026,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,1
3027,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
3028,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,0,1,NA,1
3029,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
3030,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,0
3031,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,0,NA,0
3032,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
3033,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,1,NA,0
3034,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
